,CustomerID,frequency,monetary_value,recency
356,12787.0,20,463.66,9
357,12789.0,4,91.85,64
358,12790.0,21,324.92,191
359,12791.0,2,192.60000000000002,373
360,12792.0,25,400.53999999999996,256
361,12793.0,24,545.48,334
362,12794.0,45,860.41,52
363,12795.0,14,430.48,18
364,12797.0,17,194.18,359
365,12798.0,8,6977.04,9
366,12802.0,26,412.58,183
367,12808.0,28,483.65000000000003,36
368,12809.0,26,484.36,167
369,12811.0,31,514.85,260
370,12812.0,15,229.64000000000001,44
371,12814.0,2,125.92,101
372,12815.0,47,1063.46,147
373,12816.0,29,572.2,95
374,12817.0,4,166.04,280
375,12818.0,16,1517.88,177
376,12820.0,59,942.34,2
377,12821.0,6,92.72,213
378,12822.0,47,918.98,70
379,12823.0,5,1759.5,74
380,12824.0,25,397.12,59
381,12826.0,94,1468.1200000000001,2
382,12827.0,25,430.15000000000003,5
383,12828.0,56,1018.71,2
384,12829.0,12,253.05,321
385,12830.0,39,6748.4,37
386,12831.0,9,215.05,261
387,12832.0,27,383.03,31
388,12833.0,24,417.38,144
389,12834.0,18,312.38,282
390,12836.0,175,2612.86,58
391,12837.0,12,134.1,172
392,12838.0,123,683.13,33
393,12839.0,316,5583.62,2
394,12840.0,116,2714.27,143
395,12841.0,439,3876.4,4
396,12842.0,34,1118.99,69
397,12843.0,108,1680.76,65
398,12844.0,52,325.96000000000004,28
399,12845.0,27,354.09,266
400,12847.0,91,871.54,21
401,12849.0,51,1050.8899999999999,30
402,12851.0,50,135.18,96
403,12852.0,20,299.75,289
404,12853.0,84,1881.7,107
405,12854.0,115,1289.15,78
406,12855.0,3,38.1,372
407,12856.0,317,2162.68,7
408,12857.0,46,1106.4,210
409,12863.0,6,504.2,51
410,12864.0,3,147.12,137
411,12865.0,96,1548.07,25
412,12866.0,26,559.12,282
413,12867.0,551,3986.22,25
414,12868.0,107,1607.0600000000002,185
415,12870.0,2,-14.899999999999999,365
416,12871.0,11,380.64,83
417,12872.0,66,599.97,326
418,12873.0,4,374.0,281
419,12875.0,2,343.2300000000001,142
420,12876.0,85,2218.02,57
421,12877.0,154,1535.77,3
422,12878.0,49,841.64,17
423,12879.0,12,552.5699999999999,44
424,12881.0,7,298.0,275
425,12882.0,13,1463.04,8
426,12883.0,42,703.47,24
427,12884.0,7,309.05,87
428,12885.0,72,1158.27,62
429,12886.0,86,1351.09,67
430,12888.0,7,313.77,213
431,12890.0,82,380.46999999999997,23
432,12891.0,3,331.0,185
433,12893.0,34,188.14,30
434,12895.0,24,347.3,41
435,12897.0,4,216.5,204
437,12902.0,10,138.68,264
438,12904.0,72,509.58,17
439,12906.0,63,2919.81,11
440,12908.0,4,246.0,58
441,12909.0,96,2128.83,39
442,12910.0,75,3075.04,22
443,12912.0,24,1662.3,2
444,12913.0,50,2483.63,4
445,12915.0,22,363.65,148
446,12916.0,109,2982.35,138
447,12917.0,2,594.0,127
448,12919.0,52,1301.44,7
449,12920.0,28,164.23,16
451,12922.0,28,405.38,160
452,12923.0,29,176.97,63
453,12924.0,31,929.95,87
454,12925.0,45,694.05,4
455,12928.0,84,2062.7000000000003,34
456,12929.0,9,105.1,121
457,12930.0,27,409.9,77
459,12933.0,107,606.28,23
460,12935.0,130,2156.45,1
461,12936.0,63,1012.9,16
462,12937.0,120,1504.27,14
463,12938.0,9,114.14,25
464,12939.0,47,11581.8,63
465,12940.0,103,876.29,45
466,12942.0,75,683.9,130
467,12943.0,1,-3.75,300
468,12944.0,30,604.51,35
469,12945.0,23,462.95,287
470,12947.0,103,1407.29,143
471,12948.0,118,2053.7,15
472,12949.0,219,4143.02,30
473,12950.0,23,1843.0,1
474,12951.0,65,1042.07,8
475,12952.0,80,1382.8400000000001,5
476,12953.0,17,329.85,9
477,12955.0,183,4734.26,0
478,12956.0,19,108.07,305
479,12957.0,244,3979.04,3
480,12962.0,16,266.39,6
481,12963.0,96,1841.03,7
482,12965.0,109,771.91,88
483,12966.0,10,160.18,9
484,12967.0,33,1194.75,2
485,12968.0,5,135.95,111
486,12970.0,151,452.24,6
487,12971.0,308,10930.26,3
488,12974.0,8,144.8,197
489,12976.0,22,738.6,211
490,12977.0,9,39.239999999999995,155
491,12980.0,24,7092.06,155
492,12981.0,20,372.21999999999997,29
493,12982.0,34,377.2,239
494,12984.0,4,97.5,18
495,12985.0,78,1215.6200000000001,0
496,12987.0,30,545.0,73
497,12988.0,92,535.32,291
498,12989.0,68,6854.51,2
499,12990.0,13,409.5,30
500,12991.0,31,503.76,22
501,12993.0,27,414.76,22
502,12994.0,73,902.22,3
503,12995.0,5,200.72,77
504,12997.0,67,1197.94,21
505,12999.0,28,455.88,195
506,13000.0,31,534.85,106
507,13001.0,342,9797.92,3
508,13002.0,7,120.94999999999999,317
509,13003.0,6,149.05,105
510,13004.0,409,5613.43,11
511,13005.0,29,468.95,173
512,13006.0,4,81.57,55
513,13008.0,15,178.46999999999997,322
514,13011.0,3,50.550000000000004,371
515,13012.0,107,1311.6200000000001,8
516,13013.0,222,4786.99,0
517,13014.0,124,3365.43,2
518,13015.0,176,3346.28,52
519,13016.0,47,789.89,72
520,13017.0,1,204.0,6
521,13018.0,459,7272.75,15
522,13021.0,134,2584.4,3
523,13023.0,40,689.9,63
524,13026.0,43,936.15,0
525,13027.0,26,6912.0,113
526,13028.0,47,659.68,22
527,13029.0,10,1247.5,30
528,13030.0,99,799.48,10
529,13032.0,75,996.52,38
530,13033.0,11,190.55,356
531,13034.0,37,642.77,54
532,13035.0,30,886.63,57
533,13037.0,48,881.07,137
534,13038.0,28,908.46,79
535,13040.0,43,676.99,8
536,13043.0,14,471.57,253
537,13044.0,33,560.47,290
538,13045.0,18,305.28000000000003,98
539,13046.0,35,629.31,30
540,13047.0,196,3079.1,31
541,13048.0,137,1805.91,13
542,13049.0,14,656.6800000000001,63
543,13050.0,422,5684.61,8
544,13052.0,18,348.15000000000003,211
545,13055.0,78,1201.96,63
546,13058.0,8,271.40000000000003,24
547,13059.0,8,183.4,249
548,13060.0,15,307.53,253
549,13061.0,10,248.61,71
550,13062.0,11,346.98,190
551,13064.0,69,1119.49,12
552,13065.0,14,205.86,372
553,13066.0,49,430.9,23
554,13067.0,15,115.46000000000001,81
555,13068.0,2,344.0,9
556,13069.0,470,3717.82,0
557,13070.0,9,228.8,191
558,13072.0,7,177.15,266
559,13075.0,22,919.61,129
560,13077.0,112,729.27,0
561,13078.0,380,12432.28,0
562,13079.0,6,220.10000000000002,3
563,13080.0,6,58.08,178
565,13082.0,75,3595.48,125
566,13083.0,18,303.75,3
567,13085.0,29,272.38,157
569,13090.0,161,8689.39,8
570,13091.0,24,319.82,20
571,13092.0,26,459.83,70
572,13093.0,170,7741.47,266
573,13094.0,30,1708.8600000000001,20
574,13095.0,6,74.39999999999999,70
575,13097.0,437,5893.32,32
577,13099.0,1,207.35999999999999,98
578,13101.0,8,101.19,233
579,13102.0,310,6336.29,0
580,13103.0,8,243.94,39
581,13104.0,20,1098.48,2
582,13106.0,2,59.5,128
583,13107.0,60,1524.07,43
584,13108.0,10,350.06,372
585,13109.0,50,766.84,2
586,13110.0,146,1452.8700000000001,30
587,13113.0,280,10510.0,0
588,13115.0,132,2205.63,8
589,13116.0,31,485.19,116
590,13117.0,76,984.91,21
591,13118.0,82,1125.0,19
592,13120.0,1,30.599999999999998,238
593,13121.0,53,254.73,268
594,13122.0,55,922.39,93
595,13124.0,235,3866.33,89
596,13126.0,142,2056.29,4
597,13127.0,15,259.17,77
598,13130.0,2,64.0,93
599,13131.0,46,1039.3,22
600,13132.0,3,77.3,261
601,13133.0,7,109.8,273
602,13134.0,105,1740.63,72
603,13135.0,1,3096.0,196
604,13136.0,139,2545.38,49
605,13137.0,705,3605.08,10
606,13138.0,63,962.39,21
607,13139.0,174,5055.79,15
608,13140.0,46,423.72,107
609,13141.0,136,2385.8,84
610,13142.0,23,307.09,18
611,13144.0,3,110.95,332
612,13145.0,7,614.77,39
613,13146.0,17,228.91,25
614,13147.0,4,712.8000000000001,9
615,13148.0,347,3348.48,28
616,13149.0,86,1676.06,13
617,13151.0,75,1250.3700000000001,202
618,13153.0,15,486.22,5
619,13154.0,1,-611.86,143
620,13155.0,85,971.76,32
621,13157.0,89,1721.57,48
622,13158.0,79,1201.06,94
623,13159.0,122,1379.75,8
624,13160.0,4,91.8,21
625,13161.0,8,112.75,312
626,13162.0,82,1644.99,121
627,13165.0,42,1021.48,45
628,13166.0,42,414.7,281
629,13167.0,65,791.33,18
630,13168.0,133,1310.14,35
631,13169.0,13,712.88,63
632,13170.0,32,116.00999999999999,26
633,13171.0,48,426.81,7
634,13173.0,43,353.65,3
635,13174.0,314,2817.03,15
636,13176.0,72,492.84,45
637,13177.0,17,282.45,64
638,13178.0,265,5725.47,25
639,13182.0,11,121.18,44
640,13183.0,94,3957.78,7
641,13184.0,183,1648.79,14
642,13185.0,1,71.4,267
643,13186.0,84,1539.69,39
644,13187.0,37,236.02,336
645,13188.0,2,114.60000000000001,10
646,13189.0,29,260.68,18
647,13192.0,63,911.94,94
648,13193.0,29,117.88,60
649,13194.0,3,60.7,135
650,13196.0,110,1797.78,10
651,13198.0,229,3384.09,9
652,13199.0,120,9803.96,3
653,13200.0,46,870.09,18
654,13203.0,57,869.46,9
655,13207.0,8,250.26000000000002,14
656,13208.0,150,1205.9,58
657,13209.0,329,5820.16,29
658,13210.0,22,353.48,93
659,13211.0,56,1197.42,9
660,13212.0,143,780.58,8
661,13213.0,92,1518.43,56
662,13216.0,5,333.74,267
663,13217.0,7,133.62,121
664,13218.0,5,62.63999999999999,126
665,13220.0,21,819.2900000000001,77
666,13221.0,66,847.41,239
667,13223.0,5,163.20000000000002,199
668,13224.0,109,2150.85,59
669,13225.0,34,6083.04,2
670,13226.0,16,108.21000000000001,272
671,13227.0,9,257.7,201
672,13228.0,2,358.0,80
673,13229.0,10,160.95,225
674,13230.0,612,2763.41,3
675,13232.0,207,1357.6,12
676,13233.0,43,605.12,73
677,13235.0,59,101.17000000000007,211
678,13236.0,39,727.27,24
679,13238.0,32,680.83,10
680,13239.0,22,329.56,261
681,13240.0,67,663.65,95
682,13242.0,13,270.40000000000003,111
683,13243.0,58,600.07,202
684,13244.0,27,121.74000000000001,92
685,13245.0,16,430.5,50
686,13246.0,143,1922.1,17
687,13247.0,25,501.12,17
688,13248.0,26,465.68,124
689,13249.0,23,711.41,91
690,13253.0,36,1030.4,156
691,13255.0,14,390.66,3
692,13256.0,1,0.0,13
693,13258.0,38,698.58,11
694,13259.0,87,292.32,61
695,13260.0,8,557.62,60
696,13261.0,9,944.1,268
697,13262.0,11,200.29,262
699,13265.0,91,2107.66,52
700,13266.0,202,3717.67,10
701,13267.0,224,4404.44,2
702,13268.0,447,3167.64,17
703,13269.0,320,5315.92,0
704,13270.0,1,590.0,365
705,13271.0,101,178.26,36
706,13272.0,15,276.56,30
707,13273.0,16,138.98,112
708,13276.0,30,590.9300000000001,63
709,13277.0,8,258.4,15
710,13278.0,46,542.73,40
711,13279.0,11,126.30000000000001,63
712,13280.0,85,814.86,121
713,13282.0,40,1047.8400000000001,17
714,13283.0,7,93.66,59
715,13284.0,14,196.15,322
716,13285.0,187,2709.12,22
717,13291.0,42,361.11,155
718,13292.0,31,578.9399999999999,38
719,13294.0,54,873.74,189
720,13295.0,11,197.95000000000002,359
721,13296.0,5,87.4,136
722,13297.0,59,2089.85,7
723,13298.0,2,360.0,0
724,13299.0,5,142.5,267
725,13300.0,22,365.29,164
726,13301.0,81,618.09,103
727,13302.0,1,63.75,154
728,13304.0,21,300.42,350
729,13305.0,81,2000.86,3
730,13307.0,1,15.0,119
731,13308.0,57,1367.6100000000001,22
732,13309.0,107,1456.79,6
733,13310.0,77,1083.63,8
734,13311.0,26,598.57,3
735,13313.0,78,1555.32,21
736,13314.0,75,578.66,1
737,13316.0,88,5815.49,36
738,13317.0,135,2140.07,63
739,13318.0,20,640.76,0
740,13319.0,500,10664.34,4
741,13320.0,110,1491.7,69
742,13321.0,11,567.36,71
743,13322.0,25,199.48000000000002,16
744,13323.0,21,787.85,2
745,13324.0,77,7072.8,31
746,13325.0,12,675.3,81
747,13327.0,109,3617.57,38
748,13328.0,17,1308.48,315
749,13329.0,19,740.4,31
750,13330.0,53,1140.93,92
751,13332.0,21,350.9,13
752,13334.0,268,3536.82,81
753,13336.0,51,795.12,76
754,13338.0,24,431.82,153
755,13339.0,54,860.12,200
756,13340.0,134,10736.48,44
757,13341.0,42,775.85,260
758,13343.0,22,303.93,172
759,13344.0,119,2543.72,67
760,13345.0,22,377.6,276
761,13347.0,8,341.36,69
762,13348.0,14,233.76,63
763,13349.0,16,247.32,10
764,13350.0,43,910.72,15
765,13351.0,16,373.94,65
766,13352.0,27,389.28,7
767,13354.0,51,743.53,70
768,13355.0,32,674.7,121
769,13356.0,42,768.24,79
770,13357.0,90,609.95,256
771,13358.0,29,439.03,268
772,13359.0,24,431.26,58
773,13362.0,169,3085.4900000000002,2
774,13363.0,60,992.5,17
775,13364.0,20,0.0,66
776,13365.0,132,2191.22,8
777,13366.0,1,56.160000000000004,49
778,13368.0,29,623.4,256
779,13369.0,19,263.75,353
780,13370.0,44,721.32,365
781,13372.0,23,378.64,89
782,13373.0,158,3312.25,60
783,13375.0,38,772.9,80
784,13376.0,53,1019.76,98
785,13379.0,97,572.56,25
786,13381.0,173,3626.81,20
787,13382.0,15,222.99,280
788,13384.0,155,4122.28,30
789,13385.0,35,534.57,329
790,13388.0,36,627.15,120
791,13389.0,51,797.96,10
792,13390.0,13,544.08,74
793,13391.0,1,59.8,203
794,13394.0,164,2312.8,1
795,13395.0,21,307.72,184
796,13396.0,47,1325.29,21
797,13397.0,39,1539.18,72
798,13398.0,26,457.34,191
799,13402.0,39,621.23,126
800,13403.0,3,75.0,17
801,13404.0,11,252.49,0
802,13405.0,27,572.451,73
804,13410.0,30,988.91,8
805,13411.0,18,213.55,106
806,13414.0,24,1390.5,133
807,13416.0,19,712.5,43
808,13417.0,28,640.83,4
809,13418.0,314,5845.44,11
810,13419.0,16,221.06,63
811,13420.0,10,140.35,134
812,13421.0,105,1848.98,39
813,13422.0,128,2601.55,50
814,13425.0,78,1624.21,107
815,13426.0,159,3550.7000000000003,0
816,13427.0,29,582.6,18
817,13428.0,74,218.47,9
818,13429.0,67,1006.8,10
819,13430.0,54,648.6899999999999,18
820,13431.0,46,1269.1,66
821,13434.0,10,534.24,73
822,13435.0,103,3794.4900000000002,4
823,13436.0,12,196.89,1
824,13437.0,167,3408.06,13
825,13439.0,54,283.71,254
826,13441.0,13,296.64,91
827,13447.0,62,1104.23,22
828,13448.0,199,3465.67,16
829,13449.0,19,291.88,23
830,13450.0,71,2043.7199999999998,26
831,13451.0,444,2916.45,25
832,13452.0,2,590.0,258
833,13453.0,17,356.97999999999996,165
834,13455.0,53,1007.35,24
835,13456.0,65,1737.8200000000002,17
836,13458.0,394,9537.92,6
837,13460.0,17,183.44,28
838,13461.0,27,1445.0,38
839,13462.0,10,143.25,182
840,13464.0,41,674.68,57
841,13466.0,18,297.95,99
842,13467.0,99,1083.71,10
843,13468.0,306,5656.75,1
844,13470.0,10,165.0,98
845,13471.0,260,2531.58,0
846,13473.0,22,417.54,60
847,13474.0,64,229.59,235
848,13475.0,86,1431.78,190
849,13476.0,61,1092.77,178
850,13477.0,81,1441.53,37
851,13479.0,16,291.0,197
852,13481.0,112,1776.81,45
853,13482.0,11,184.64,231
854,13483.0,10,140.34,65
855,13484.0,8,313.8,240
856,13485.0,23,454.24,232
857,13486.0,69,1122.41,77
858,13487.0,34,575.4,57
859,13488.0,427,8910.61,16
860,13489.0,14,449.52,104
861,13491.0,86,1215.82,51
862,13492.0,50,1269.84,135
863,13493.0,8,618.63,274
864,13494.0,18,316.26000000000005,311
865,13495.0,52,1990.1200000000001,7
866,13496.0,36,617.93,10
867,13497.0,20,321.05,282
868,13499.0,45,1146.96,17
869,13500.0,67,1136.77,22
870,13501.0,53,1310.47,242
871,13502.0,18,292.0,16
872,13503.0,17,216.85,70
873,13504.0,22,295.93,63
874,13505.0,227,4282.88,67
875,13506.0,29,452.82,311
876,13507.0,162,2479.16,2
877,13508.0,12,110.97,243
878,13509.0,44,979.72,8
879,13510.0,117,1785.16,0
880,13512.0,15,251.21,260
881,13513.0,10,205.1,126
882,13514.0,4,152.20000000000002,73
883,13515.0,59,891.12,72
884,13516.0,44,1389.41,20
885,13517.0,143,2109.07,59
886,13518.0,38,659.4399999999999,85
887,13519.0,9,110.80000000000001,49
888,13520.0,95,3487.75,58
889,13521.0,436,1093.65,0
890,13522.0,5,125.80000000000001,29
