,article_id,product_type_name,colour_group_name
492,305775025,Underwear Tights,Dark Beige
493,305775031,Underwear Tights,Light Pink
494,305775032,Underwear Tights,Dark Blue
495,305931001,Leggings/Tights,Black
496,306307002,T-shirt,White
497,306307005,T-shirt,Dark Pink
498,306307020,T-shirt,Black
499,306307076,T-shirt,White
500,306847002,Leggings/Tights,Black
501,306847007,Leggings/Tights,Dark Grey
502,306847009,Leggings/Tights,Black
503,307239001,Underwear bottom,Black
504,307239004,Underwear bottom,Light Beige
505,307239005,Underwear bottom,Black
506,307656008,Shorts,Dark Blue
507,307656018,Shorts,Grey
508,307656020,Shorts,Pink
509,307656023,Shorts,Black
510,307656029,Shorts,Greenish Khaki
511,309434006,Robe,Grey
512,309434013,Robe,Grey
513,309509009,Jacket,Black
514,309864002,Trousers,Black
515,309864010,Trousers,Dark Blue
516,309864011,Trousers,Grey
517,309864012,Trousers,Dark Blue
518,309864013,Trousers,Light Grey
519,309864014,Trousers,Dark Blue
520,309864016,Trousers,Blue
521,311059031,Sweater,Greenish Khaki
522,311059032,Sweater,Grey
523,312543001,Leggings/Tights,Black
524,312543005,Leggings/Tights,Dark Red
525,312829007,Scarf,Black
526,312829010,Scarf,Black
527,312829011,Scarf,Light Pink
528,312878001,Coat,Black
529,312878005,Coat,Greenish Khaki
530,312878010,Coat,Dark Beige
531,315497001,Hat/beanie,Black
532,315497018,Hat/beanie,Black
533,315509001,Scarf,Black
534,315509020,Scarf,Black
535,315509033,Scarf,Grey
536,315795001,Other accessories,Yellowish Brown
537,315795004,Other accessories,Yellowish Brown
538,315795005,Other accessories,Grey
539,315987003,Hat/beanie,Black
540,315987004,Hat/beanie,Off White
541,315987005,Hat/beanie,Dark Grey
542,315987015,Hat/beanie,Dark Blue
543,316085001,Polo shirt,Black
544,316085002,Polo shirt,Grey
545,316085013,Polo shirt,Dark Yellow
546,316441001,Top,Black
547,316441005,Top,White
548,316441011,Top,Dark Grey
549,316441012,Top,Light Blue
550,316441015,Top,Black
551,316441023,Top,Blue
552,316441024,Top,Black
553,316441025,Top,Dark Red
554,316441033,Top,Grey
555,316441034,Top,Beige
556,316441036,Top,Off White
557,316441038,Top,Blue
558,316441039,Top,Greenish Khaki
559,316553025,Dress,Black
560,316657001,Jacket,Black
561,316657008,Jacket,Grey
562,316657010,Jacket,Greenish Khaki
563,316657013,Jacket,Beige
564,317348002,Sweater,Dark Grey
565,317812001,Skirt,Black
566,318035003,Umbrella,Transparent
567,318035009,Umbrella,Dark Blue
568,318035017,Umbrella,Black
569,318035018,Umbrella,White
570,318035023,Umbrella,Light Pink
571,318066004,Hat/beanie,Black
572,318066014,Hat/beanie,Off White
573,318066016,Hat/beanie,Light Pink
574,318238001,Other accessories,Dark Blue
575,318914001,Trousers,Black
576,318951023,T-shirt,Dark Blue
577,319906001,Slippers,Yellowish Brown
578,319906002,Slippers,Dark Grey
579,319906006,Slippers,Dark Grey
580,319906009,Slippers,Dark Grey
581,321249007,Socks,Dark Red
582,321249009,Socks,Red
583,321249010,Socks,Grey
584,321591012,Scarf,Black
585,321591013,Scarf,Dark Grey
586,322017003,Umbrella,Black
587,322017029,Umbrella,Light Orange
588,322017030,Umbrella,Yellowish Brown
589,322017039,Umbrella,Pink
590,322017040,Umbrella,Other Red
591,322322010,Hat/beanie,Black
592,324502001,Hat/beanie,Black
593,324502003,Hat/beanie,Light Grey
594,324502008,Hat/beanie,Light Pink
595,324502017,Hat/beanie,Beige
596,324502018,Hat/beanie,Dark Red
597,324502019,Hat/beanie,Dark Grey
598,324946001,Underwear Tights,Black
599,324963007,Other accessories,Light Beige
600,324963026,Other accessories,Green
601,324963040,Other accessories,Yellowish Brown
602,324963051,Other accessories,Light Beige
603,324963052,Other accessories,Light Orange
604,324963055,Other accessories,Black
605,325087002,Bra,White
606,325087018,Bra,Beige
607,325087043,Bra,Light Pink
608,325087044,Bra,Dark Red
609,325087045,Bra,Dark Red
610,325542015,Robe,White
611,325542018,Robe,Red
612,325542020,Night gown,Light Blue
613,326885002,Trousers,Grey
614,326885010,Trousers,Black
615,326885022,Trousers,Dark Blue
616,326885036,Trousers,Red
617,326885037,Trousers,Blue
618,326885046,Trousers,Dark Green
619,327144032,Underwear Tights,Dark Blue
620,327144038,Underwear Tights,Dark Blue
621,327144039,Underwear Tights,Pink
622,327310001,Skirt,Light Grey
623,327310002,Skirt,Black
624,327310014,Skirt,Beige
625,327310016,Skirt,Dark Pink
626,327821037,Leggings/Tights,Black
627,331093001,Dress,Black
628,331093006,Dress,Greenish Khaki
629,331474016,Trousers,Black
630,331474020,Trousers,Grey
631,331474021,Trousers,Greenish Khaki
632,331474035,Trousers,Dark Beige
633,333159002,Trousers,Black
634,333323008,Socks,Black
635,333323015,Socks,White
636,333323018,Socks,Light Pink
637,333323019,Socks,Dark Blue
638,333323030,Socks,Light Grey
639,333323038,Socks,Beige
640,333353009,Other accessories,Dark Green
641,334077001,T-shirt,Black
642,335037001,Underwear bottom,Black
643,335037004,Underwear bottom,Black
644,335037005,Underwear bottom,Yellowish Brown
645,335991001,Alice band,Red
646,337777001,Shirt,White
647,337777004,Shirt,Black
648,337777012,Shirt,Light Blue
649,337777014,Shirt,White
650,337991001,Belt,Black
651,337991002,Belt,Dark Orange
652,337991006,Belt,Dark Orange
653,337991007,Belt,Yellowish Brown
654,337991009,Belt,Yellowish Brown
655,337991010,Belt,Yellowish Brown
656,338016001,Belt,Black
657,338016003,Belt,Yellowish Brown
658,338016009,Belt,Black
659,338400001,Underwear bottom,Black
660,338400003,Underwear bottom,Light Beige
661,338400004,Underwear bottom,Black
662,338400005,Underwear bottom,Light Beige
663,339252001,Straw hat,Off White
664,341129001,Underwear Tights,Black
665,341186001,Underwear Tights,Beige
666,341242001,Tailored Waistcoat,Black
667,341242006,Tailored Waistcoat,Dark Blue
668,341242007,Tailored Waistcoat,Dark Grey
669,341242009,Tailored Waistcoat,Dark Grey
670,341242012,Tailored Waistcoat,Dark Blue
671,341242019,Tailored Waistcoat,Dark Grey
672,341452001,Bra,Black
673,341782018,T-shirt,Black
674,341782022,T-shirt,Dark Blue
675,341782032,T-shirt,Dark Pink
676,341782033,T-shirt,Blue
677,341782043,T-shirt,Dark Blue
678,341782044,T-shirt,Dark Beige
679,341909045,Vest top,White
680,341909051,Vest top,Black
681,342034003,Scarf,Black
682,342034014,Scarf,Light Pink
683,342034027,Scarf,Light Blue
684,342060001,Underwear Tights,Black
685,342434003,Hat/beanie,Dark Grey
686,344534010,Top,Grey
687,344956009,Other accessories,Light Pink
688,344956011,Other accessories,White
689,344956021,Other accessories,Light Pink
690,344956023,Other accessories,Dark Green
691,345830027,Bodysuit,Light Turquoise
692,345830029,Bodysuit,Light Pink
693,345830031,Bodysuit,Light Pink
694,345922004,Scarf,Black
695,346539014,Socks,Dark Blue
696,346539017,Socks,Black
697,346539021,Socks,Light Pink
698,347182012,Belt,Black
699,347200001,Belt,Black
700,347975001,Bodysuit,White
701,347983039,Bodysuit,Light Blue
702,348330037,Bodysuit,White
703,348330039,Bodysuit,Grey
704,348330042,Bodysuit,Light Blue
705,348330043,Bodysuit,Grey
706,348442015,Top,White
707,348870001,T-shirt,Black
708,348870008,T-shirt,Greenish Khaki
709,348870009,T-shirt,Greenish Khaki
710,348870011,T-shirt,Greenish Khaki
711,349080001,Underwear Tights,Black
712,349301001,Ballerinas,Black
713,349301024,Ballerinas,Pink
714,349301025,Ballerinas,White
715,349301028,Ballerinas,Dark Blue
716,349301029,Ballerinas,Light Pink
717,349301030,Ballerinas,Yellow
718,349301032,Ballerinas,Red
719,349301040,Ballerinas,Beige
720,349301041,Ballerinas,Off White
721,349301045,Ballerinas,Black
722,349301047,Ballerinas,White
723,349301048,Ballerinas,Dark Orange
724,350082029,Trousers,Black
725,350911001,Tie,Black
726,350911002,Tie,Dark Blue
727,350911004,Tie,Red
728,350911009,Tie,Red
729,351332007,Sweater,Grey
730,351484002,Swimwear bottom,Black
731,351484012,Swimwear bottom,Other Red
732,351484013,Swimwear bottom,White
733,351484014,Swimwear bottom,Other Red
734,351484026,Swimwear bottom,Light Blue
735,351484027,Swimwear bottom,Red
736,351484028,Swimwear bottom,Yellow
737,351484033,Swimwear bottom,White
738,351484034,Swimwear bottom,White
739,351484037,Swimwear bottom,Dark Orange
740,351484039,Swimwear bottom,Light Blue
741,351484041,Swimwear bottom,Light Yellow
742,351484042,Swimwear bottom,Red
743,351933001,Bra,White
744,351933029,Bra,Light Beige
745,351933041,Bra,Dark Turquoise
746,351933046,Bra,Dark Purple
747,351933051,Bra,Light Beige
748,351933052,Bra,Pink
749,352811001,Trousers,Black
750,352811025,Trousers,White
751,354246011,T-shirt,Dark Grey
752,354246017,T-shirt,Light Pink
753,354246018,T-shirt,Dark Blue
754,355062002,Other accessories,Black
755,355062004,Other accessories,Light Orange
756,355072001,Vest top,Black
757,355072002,Vest top,White
758,355072003,Vest top,Black
759,355072004,Vest top,Dark Pink
760,355307042,Vest top,White
761,355307053,Vest top,Grey
762,355325001,Top,Black
763,355325003,Top,White
764,355569001,Vest top,Black
765,355569002,Vest top,White
766,355569004,Vest top,Dark Blue
767,355569005,Vest top,Dark Pink
768,355569011,Vest top,Greenish Khaki
769,355569043,Vest top,White
770,356289005,Skirt,Black
771,356289021,Skirt,Black
772,356289065,Skirt,Silver
773,356289075,Skirt,Black
774,356289076,Skirt,Dark Green
775,356289077,Skirt,Silver
776,356438017,Other accessories,Dark Green
777,356438023,Other accessories,Green
778,357751001,Earring,Gold
779,357751002,Earring,Silver
780,357751003,Earring,Light Orange
781,357792003,Sunglasses,Light Orange
782,357792004,Sunglasses,Black
783,357792006,Sunglasses,Light Grey
784,357792008,Sunglasses,Light Purple
785,357792009,Sunglasses,Other Red
786,357792011,Sunglasses,Black
787,358483007,Sweater,Greenish Khaki
788,358753001,Necklace,Gold
789,358753005,Necklace,Silver
790,359804002,Hat/beanie,Light Grey
791,359909001,Scarf,Black
792,360859003,Blazer,Dark Blue
793,360859004,Blazer,Grey
794,360950004,Sunglasses,Yellowish Brown
795,360950007,Sunglasses,Black
796,360950008,Sunglasses,Black
797,361401005,Top,Grey
798,361531002,Sunglasses,Gold
799,361531012,Sunglasses,Black
800,362219001,Underwear Tights,Beige
801,362219002,Underwear Tights,Black
802,362931027,Top,Dark Green
803,362997011,Vest top,Dark Blue
804,364297029,Trousers,Dark Grey
805,364297030,Trousers,Dark Blue
806,364409039,Other accessories,Light Pink
807,364409044,Other accessories,Light Pink
808,365102023,Other accessories,Light Pink
809,365102032,Other accessories,Light Pink
810,365102043,Other accessories,Silver
811,366686005,T-shirt,White
812,366686011,T-shirt,Black
813,366686017,T-shirt,Dark Beige
814,366686024,T-shirt,Dark Red
815,366686026,T-shirt,Dark Green
816,366859020,Shorts,Dark Blue
817,366859031,Shorts,Black
818,366859033,Shorts,Red
819,367372001,Leggings/Tights,Black
820,367376002,Belt,Black
821,368038004,Hair clip,Black
822,368038005,Hair clip,Yellowish Brown
823,368038011,Hair clip,Light Orange
824,368300006,Shorts,Light Grey
825,368300015,Shorts,Red
826,368300022,Shorts,Yellow
827,368979001,Leggings/Tights,Black
828,369796004,Sunglasses,Light Orange
829,369796007,Sunglasses,Dark Green
830,369796025,Sunglasses,Gold
831,369796026,Sunglasses,Dark Purple
832,369796027,Sunglasses,Light Green
833,369796032,Sunglasses,Bronze/Copper
834,369796035,Sunglasses,Light Orange
835,370594006,Sunglasses,Light Orange
